.id	name	NAME	PRECURSORMZ	charge	PRECURSORTYPE	FORMULA	Ontology	INCHIKEY	SMILES	CCS	IONMODE	INSTRUMENT	Comment	Num Peaks
gnps1814	L-METHIONINE	L-METHIONINE	150.05832622417	+1	[M+H]+	C5H11NO2S	Methionine and derivatives	FFEARJCKVFRZRR-UHFFFAOYNA-N	CSCCC(N)C(O)=O	133.6676945	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577893; origin=GNPS	11
gnps1815	ADENINE	ADENINE	136.06177163317	+1	[M+H]+	C5H5N5	6-aminopurines	GFFGJBXGBJISGV-UHFFFAOYSA-N	NC1=NC=NC2=C1NC=N2	129.1034831	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577894; origin=GNPS	3
gnps1816	5'-METHYLTHIOADENOSINE	5'-METHYLTHIOADENOSINE	298.09683698917	+1	[M+H]+	C11H15N5O3S	5'-deoxy-5'-thionucleosides	WUUGFSXJNOTRMR-UHFFFAOYNA-N	CSCC1OC(C(O)C1O)N1C=NC2=C1N=CN=C2N	168.188405	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577895; origin=GNPS	6
gnps1817	L-ALANINE	L-ALANINE	90.05495492117	+1	[M+H]+	C3H7NO2	Alanine and derivatives	QNAYBMKLOCPYGJ-UHFFFAOYNA-N	CC(N)C(O)=O	125.589218	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577896; origin=GNPS	13
gnps1818	L-PROLINE	L-PROLINE	116.07060498617	+1	[M+H]+	C5H9NO2	Proline and derivatives	ONIBWKKTOPOVIA-UHFFFAOYNA-N	OC(=O)C1CCCN1	124.8660725	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577898; origin=GNPS	2
gnps1819	URIDINE	URIDINE	245.07681256617	+1	[M+H]+	C9H12N2O6	Pyrimidine nucleosides	DRTQHJPVMGBUCF-UHFFFAOYNA-N	OCC1OC(C(O)C1O)N1C=CC(=O)NC1=O	154.5732631	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577899; origin=GNPS	75
gnps182	Vincristine	Vincristine	825.40692047117	+1	[M+H]+	C46H56N4O10	Vinca alkaloids	OGWKCGZFUXNPDA-UHFFFAOYNA-N	CCC1(O)CC2CN(C1)CCC1=C(NC3=CC=CC=C13)C(C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)C3C4(CCN5CC=CC(CC)(C45)C(OC(C)=O)C3(O)C(=O)OC)C2=C1	271.0090793	Positive	qTof	DB#=CCMSLIB00000078066; origin=GNPS	51
gnps1820	NICOTINAMIDE	NICOTINAMIDE	123.05528927317	+1	[M+H]+	C6H6N2O	Nicotinamides	DFPAKSUCGFBDDF-UHFFFAOYSA-N	NC(=O)C1=CN=CC=C1	125.4412796	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577900; origin=GNPS	3
gnps1821	L-ASPARTATE	L-ASPARTATE	134.04478416117	+1	[M+H]+	C4H7NO4	Aspartic acid and derivatives	CKLJMWTZIZZHCS-UHFFFAOYNA-N	NC(CC(O)=O)C(O)=O	131.6651638	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577902; origin=GNPS	13
gnps1822	HYPOXANTHINE	HYPOXANTHINE	137.04578721717	+1	[M+H]+	C5H4N4O	Hypoxanthines	FDGQSTZJBFJUBT-UHFFFAOYSA-N	O=C1N=CNC2=C1NC=N2	128.1610748	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577903; origin=GNPS	2
gnps1823	CREATINE	CREATINE	132.07675299417	+1	[M+H]+	C4H9N3O2	Alpha amino acids and derivatives	CVSVTCORWBXHQV-UHFFFAOYSA-N	CN(CC(O)=O)C(N)=N	131.5088075	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577904; origin=GNPS	5
gnps1824	3,4-DIHYDROXY-L-PHENYLALANINE	3,4-DIHYDROXY-L-PHENYLALANINE	198.07608429017	+1	[M+H]+	C9H11NO4	Tyrosine and derivatives	WTDRDQBEARUVNC-UHFFFAOYNA-N	NC(CC1=CC(O)=C(O)C=C1)C(O)=O	144.0301613	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577905; origin=GNPS	24
gnps1825	GUANOSINE	GUANOSINE	284.09894499117	+1	[M+H]+	C10H13N5O5	Purine nucleosides	NYHBQMYGNKIUIF-UHFFFAOYNA-N	NC1=NC(=O)C2=C(N1)N(C=N2)C1OC(CO)C(O)C1O	163.4993976	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577906; origin=GNPS	2
gnps1826	5,6-DIHYDROURACIL	5,6-DIHYDROURACIL	115.05020389317	+1	[M+H]+	C4H6N2O2	Pyrimidones	OIVLITBTBDPEFK-UHFFFAOYSA-N	O=C1CCNC(=O)N1	124.1766431	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577907; origin=GNPS	15
gnps1827	L-LYSINE	L-LYSINE	147.11280415117	+1	[M+H]+	C6H14N2O2	D-alpha-amino acids	KDXKERNSBIXSRK-UHFFFAOYNA-N	NCCCCC(N)C(O)=O	133.2004543	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577908; origin=GNPS	12
gnps1828	L-ASPARAGINE	L-ASPARAGINE	133.06076857817	+1	[M+H]+	C4H8N2O3	Asparagine and derivatives	DCXYFEDJOCDNAF-UHFFFAOYNA-N	NC(CC(N)=O)C(O)=O	131.2270072	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577910; origin=GNPS	17
gnps1829	L-VALINE	L-VALINE	118.08625505017	+1	[M+H]+	C5H11NO2	Valine and derivatives	KZSNJWFQEVHDMF-UHFFFAOYNA-N	CC(C)C(N)C(O)=O	129.493101	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577911; origin=GNPS	4
gnps183	MDV3100 (Enzalutamide)	MDV3100 (Enzalutamide)	465.10028604917	+1	[M+H]+	C21H16F4N4O2S	Phenylimidazolidines	WXCXUHSOUPDCQV-UHFFFAOYSA-N	CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F	-1	Positive	qTof	DB#=CCMSLIB00000078067; origin=GNPS	16
gnps1830	GUANINE	GUANINE	152.05668625317	+1	[M+H]+	C5H5N5O	Purines and purine derivatives	UYTPUPDQBNUYGX-UHFFFAOYSA-N	NC1=NC(=O)C2=C(N1)N=CN2	132.4203591	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577912; origin=GNPS	5
gnps1831	HOMOSERINE	HOMOSERINE	120.06551960617	+1	[M+H]+	C4H9NO3	L-alpha-amino acids	UKAUYVFTDYCKQA-UHFFFAOYNA-N	NC(CCO)C(O)=O	129.0876836	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577913; origin=GNPS	9
gnps1832	PYRIDOXINE	PYRIDOXINE	170.08116967017	+1	[M+H]+	C8H11NO3	Pyridoxines	LXNHXLLTXMVWPM-UHFFFAOYSA-N	CC1=NC=C(CO)C(CO)=C1O	136.2408027	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577914; origin=GNPS	3
gnps1833	DAMP	DAMP	332.07544664117	+1	[M+H]+	C10H14N5O6P	Purine 2'-deoxyribonucleoside monophosphates	KHWCHTKSEGGWEX-UHFFFAOYNA-N	NC1=NC=NC2=C1N=CN2C1CC(O)C(COP(O)(O)=O)O1	172.7669732	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577915; origin=GNPS	3
gnps1834	DIETHANOLAMINE	DIETHANOLAMINE	106.08625505017	+1	[M+H]+	C4H11NO2	1,2-aminoalcohols	ZBCBWPMODOFKDW-UHFFFAOYSA-N	OCCNCCO	125.9648876	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577916; origin=GNPS	4
gnps1835	3-AMINOISOBUTANOATE	3-AMINOISOBUTANOATE	104.07060498617	+1	[M+H]+	C4H9NO2	Beta amino acids and derivatives	QCHPKSFMDHPSNR-UHFFFAOYNA-N	CC(CN)C(O)=O	126.7382848	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577917; origin=GNPS	9
gnps1836	GUANIDINOACETATE	GUANIDINOACETATE	118.06110292917	+1	[M+H]+	C3H7N3O2	Alpha amino acids and derivatives	BPMFZUMJYQTVII-UHFFFAOYSA-N	NC(N)=NCC(O)=O	128.3769628	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577918; origin=GNPS	16
gnps1837	CREATININE	CREATININE	114.06618830917	+1	[M+H]+	C4H7N3O	Alpha amino acids and derivatives	DDRJAANPRJIHGJ-UHFFFAOYSA-N	CN1CC(=O)N=C1N	124.0832897	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577919; origin=GNPS	4
gnps1838	N-ACETYL-D-MANNOSAMINE	N-ACETYL-D-MANNOSAMINE	222.09721365917	+1	[M+H]+	C8H15NO6	N-acyl-alpha-hexosamines	OVRNDRQMDRJTHS-UHFFFAOYNA-N	CC(=O)NC1C(O)OC(CO)C(O)C1O	149.7353589	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577921; origin=GNPS	76
gnps1839	LL-2,6-DIAMINOHEPTANEDIOATE	LL-2,6-DIAMINOHEPTANEDIOATE	191.10263339117	+1	[M+H]+	C7H14N2O4	Alpha amino acids	GMKMEZVLHJARHF-UHFFFAOYNA-N	NC(CCCC(N)C(O)=O)C(O)=O	141.9330586	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577922; origin=GNPS	21
gnps184	Dienogest	Dienogest	312.19580550117	+1	[M+H]+	C20H25NO2	Oxosteroids	AZFLJNIPTRTECV-UHFFFAOYNA-N	CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N	-1	Positive	qTof	DB#=CCMSLIB00000078068; origin=GNPS	13
gnps1840	ALPHA-AMINOADIPATE	ALPHA-AMINOADIPATE	162.07608429017	+1	[M+H]+	C6H11NO4	L-alpha-amino acids	OYIFNHCXNCRBQI-UHFFFAOYNA-N	NC(CCCC(O)=O)C(O)=O	136.4013832	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577923; origin=GNPS	8
gnps1841	DEOXYCYTIDINE	DEOXYCYTIDINE	228.09788236317	+1	[M+H]+	C9H13N3O4	Pyrimidine 2'-deoxyribonucleosides	CKTSBUTUHBMZGZ-UHFFFAOYNA-N	NC1=NC(=O)N(C=C1)C1CC(O)C(CO)O1	151.691401	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577924; origin=GNPS	4
gnps1842	3-DEHYDROSHIKIMATE	3-DEHYDROSHIKIMATE	173.04444981017	+1	[M+H]+	C7H8O5	Cyclohexenones	SLWWJZMPHJJOPH-UHFFFAOYNA-N	OC1CC(=CC(=O)C1O)C(O)=O	138.0121013	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577925; origin=GNPS	59
gnps1843	THEOPHYLLINE	THEOPHYLLINE	181.07200196617	+1	[M+H]+	C7H8N4O2	Xanthines	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	CN1C2=C(NC=N2)C(=O)N(C)C1=O	137.6937021	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577926; origin=GNPS	3
gnps1844	LEUCINE	LEUCINE	132.10190511517	+1	[M+H]+	C6H13NO2	Leucine and derivatives	ROHFNLRQFUQHCH-UHFFFAOYNA-N	CC(C)CC(N)C(O)=O	132.0169887	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577927; origin=GNPS	3
gnps1845	BETAINE	BETAINE	118.08625505017	+1	[M+H]+	C5H11NO2	Alpha amino acids	KWIUHFFTVRNATP-UHFFFAOYSA-N	C[N+](C)(C)CC([O-])=O	122.7832144	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577928; origin=GNPS	3
gnps1846	3-SULFINO-L-ALANINE	3-SULFINO-L-ALANINE	154.01685533517	+1	[M+H]+	C3H7NO4S	L-alpha-amino acids	ADVPTQAUNPRNPO-UHFFFAOYNA-N	NC(CS(O)=O)C(O)=O	133.9842946	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577930; origin=GNPS	44
gnps1847	O-SUCCINYL-L-HOMOSERINE	O-SUCCINYL-L-HOMOSERINE	220.08156359517	+1	[M+H]+	C8H13NO6	L-alpha-amino acids	GNISQJGXJIDKDJ-UHFFFAOYNA-N	NC(CCOC(=O)CCC(O)=O)C(O)=O	147.4951006	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577931; origin=GNPS	15
gnps1848	(2-AMINOETHYL)PHOSPHONATE	(2-AMINOETHYL)PHOSPHONATE	126.03145657217	+1	[M+H]+	C2H8NO3P	Organic phosphonic acids	QQVDJLLNRSOCEL-UHFFFAOYSA-N	NCCP(O)(O)=O	128.7202645	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577933; origin=GNPS	10
gnps1849	SELENOMETHIONINE	SELENOMETHIONINE	198.00277745217	+1	[M+H]+	C5H11NO2Se	NA	RJFAYQIBOAGBLC-UHFFFAOYNA-N	C[Se]CCC(N)C(O)=O	139.6358429	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577934; origin=GNPS	18
gnps185	Nepafenac	Nepafenac	255.11280415117	+1	[M+H]+	C15H14N2O2	Benzophenones	QEFAQIPZVLVERP-UHFFFAOYSA-N	NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N	167.7066793	Positive	qTof	DB#=CCMSLIB00000078069; origin=GNPS	22
gnps1850	D-(+)-GLUCOSAMINE	D-(+)-GLUCOSAMINE	180.08664897517	+1	[M+H]+	C6H13NO5	Hexoses	MSWZFWKMSRAUBD-UHFFFAOYNA-N	NC1C(O)OC(CO)C(O)C1O	140.8127705	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577935; origin=GNPS	38
gnps1851	PARAXANTHINE	PARAXANTHINE	181.07200196617	+1	[M+H]+	C7H8N4O2	Xanthines	QUNWUDVFRNGTCO-UHFFFAOYSA-N	CN1C=NC2=C1C(=O)N(C)C(=O)N2	137.8706835	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577936; origin=GNPS	10
gnps1852	ADENOSINE 5'-DIPHOSPHATE	ADENOSINE 5'-DIPHOSPHATE	428.03669215117	+1	[M+H]+	C10H15N5O10P2	Purine ribonucleoside diphosphates	XTWYTFMLZFPYCI-UHFFFAOYNA-N	NC1=NC=NC2=C1N=CN2C1OC(COP(O)(=O)OP(O)(O)=O)C(O)C1O	188.9634814	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577937; origin=GNPS	14
gnps1853	N(PAI)-METHYL-L-HISTIDINE	N(PAI)-METHYL-L-HISTIDINE	170.09240305817	+1	[M+H]+	C7H11N3O2	Histidine and derivatives	BRMWTNUJHUMWMS-UHFFFAOYNA-N	CN1C=NC(CC(N)C(O)=O)=C1	142.1564283	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577938; origin=GNPS	7
gnps1854	GALACTITOL	GALACTITOL	183.08631462317	+1	[M+H]+	C6H14O6	Sugar alcohols	FBPFZTCFMRRESA-UHFFFAOYNA-N	OCC(O)C(O)C(O)C(O)CO	141.5966327	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577939; origin=GNPS	23
gnps1855	4-PYRIDOXATE	4-PYRIDOXATE	184.06043422617	+1	[M+H]+	C8H9NO4	Pyridinecarboxylic acids	HXACOUQIXZGNBF-UHFFFAOYSA-N	CC1=NC=C(CO)C(C(O)=O)=C1O	139.0898112	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577940; origin=GNPS	3
gnps1856	METHYLGUANIDINE	METHYLGUANIDINE	74.07127368917	+1	[M+H]+	C2H7N3	Guanidines	CHJJGSNFBQVOTG-UHFFFAOYSA-N	CN=C(N)N	125.2297615	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577941; origin=GNPS	6
gnps1857	CAFFEINE	CAFFEINE	195.08765203017	+1	[M+H]+	C8H10N4O2	Xanthines	RYYVLZVUVIJVGH-UHFFFAOYSA-N	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	141.0074782	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577942; origin=GNPS	12
gnps1858	1-METHYLADENOSINE	1-METHYLADENOSINE	282.11968043517	+1	[M+H]+	C11H15N5O4	Purine nucleosides	GFYLSDSUCHVORB-UHFFFAOYNA-N	CN1C=NC2=C(N=CN2C2OC(CO)C(O)C2O)C1=N	164.7093394	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577943; origin=GNPS	2
gnps1859	TRANS-4-HYDROXYPROLINE	TRANS-4-HYDROXYPROLINE	132.06551960617	+1	[M+H]+	C5H9NO3	Proline and derivatives	PMMYEEVYMWASQN-UHFFFAOYNA-N	OC1CNC(C1)C(O)=O	129.1114033	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577944; origin=GNPS	6
gnps186	Rufinamide (Banzel)	Rufinamide (Banzel)	239.07389367217	+1	[M+H]+	C10H8F2N4O	2-heteroaryl carboxamides	POGQSBRIGCQNEG-UHFFFAOYSA-N	NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1	-1	Positive	qTof	DB#=CCMSLIB00000078070; origin=GNPS	19
gnps1860	UROCANATE	UROCANATE	139.05020389317	+1	[M+H]+	C6H6N2O2	Imidazolyl carboxylic acids and derivatives	LOIYMIARKYCTBW-UHFFFAOYSA-N	OC(=O)C=CC1=CN=CN1	129.4497363	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577945; origin=GNPS	6
gnps1861	KYNURENINE	KYNURENINE	209.09206870617	+1	[M+H]+	C10H12N2O3	Alkyl-phenylketones	YGPSJZOEDVAXAB-UHFFFAOYNA-N	NC(CC(=O)C1=CC=CC=C1N)C(O)=O	146.9570592	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577946; origin=GNPS	16
gnps1862	5-OXO-L-PROLINE	5-OXO-L-PROLINE	130.04986954117	+1	[M+H]+	C5H7NO3	Alpha amino acids and derivatives	ODHCTXKNWHHXJC-UHFFFAOYNA-N	OC(=O)C1CCC(=O)N1	128.0546885	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577947; origin=GNPS	16
gnps1863	4-ACETAMIDOBUTANOATE	4-ACETAMIDOBUTANOATE	146.08116967017	+1	[M+H]+	C6H11NO3	Gamma amino acids and derivatives	UZTFMUBKZQVKLK-UHFFFAOYSA-N	CC(=O)NCCCC(O)=O	132.9274762	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577948; origin=GNPS	43
gnps1864	DOPAMINE	DOPAMINE	154.08625505017	+1	[M+H]+	C8H11NO2	Catecholamines and derivatives	VYFYYTLLBUKUHU-UHFFFAOYSA-N	NCCC1=CC(O)=C(O)C=C1	133.8662747	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577949; origin=GNPS	6
gnps1865	L-LYSINE	L-LYSINE	147.11280415117	+1	[M+H]+	C6H14N2O2	D-alpha-amino acids	KDXKERNSBIXSRK-UHFFFAOYNA-N	NCCCCC(N)C(O)=O	133.2004543	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577950; origin=GNPS	44
gnps1866	1,3-DIAMINOPROPANE	1,3-DIAMINOPROPANE	75.09167478217	+1	[M+H]+	C3H10N2	Monoalkylamines	XFNJVJPLKCPIBV-UHFFFAOYSA-N	NCCCN	121.6008071	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577952; origin=GNPS	8
gnps1867	O-PHOSPHO-L-SERINE	O-PHOSPHO-L-SERINE	186.01620043217	+1	[M+H]+	C3H8NO6P	L-alpha-amino acids	BZQFBWGGLXLEPQ-UHFFFAOYNA-N	NC(COP(O)(O)=O)C(O)=O	140.555933	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577953; origin=GNPS	17
gnps1868	1-AMINOCYCLOPROPANE-1-CARBOXYLATE	1-AMINOCYCLOPROPANE-1-CARBOXYLATE	102.05495492117	+1	[M+H]+	C4H7NO2	Alpha amino acids	PAJPWUMXBYXFCZ-UHFFFAOYSA-N	NC1(CC1)C(O)=O	124.2296286	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577954; origin=GNPS	17
gnps1869	L-CYSTATHIONINE	L-CYSTATHIONINE	223.07470456517	+1	[M+H]+	C7H14N2O4S	L-cysteine-S-conjugates	ILRYLPWNYFXEMH-UHFFFAOYNA-N	NC(CCSCC(N)C(O)=O)C(O)=O	146.7020452	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577955; origin=GNPS	5
gnps187	Posaconazole	Posaconazole	701.33698464217	+1	[M+H]+	C37H42F2N8O4	Phenylpiperazines	RAGOYPUPXAKGKH-UHFFFAOYNA-N	CCC(C(C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(C2)C2=CC=C(F)C=C2F)C=C1	319.3766492	Positive	qTof	DB#=CCMSLIB00000078072; origin=GNPS	32
gnps1870	L-NORVALINE	L-NORVALINE	118.08625505017	+1	[M+H]+	C5H11NO2	L-alpha-amino acids	SNDPXSYFESPGGJ-UHFFFAOYNA-N	CCCC(N)C(O)=O	129.5295482	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577956; origin=GNPS	2
gnps1871	L-ARGININE	L-ARGININE	175.11895215917	+1	[M+H]+	C6H14N4O2	L-alpha-amino acids	ODKSFYDXXFIFQN-UHFFFAOYNA-N	NC(CCCN=C(N)N)C(O)=O	138.7372508	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577958; origin=GNPS	11
gnps1872	4-HYDROXY-L-PROLINE	4-HYDROXY-L-PROLINE	132.06551960617	+1	[M+H]+	C5H9NO3	Proline and derivatives	PMMYEEVYMWASQN-UHFFFAOYNA-N	OC1CNC(C1)C(O)=O	129.1114033	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577959; origin=GNPS	4
gnps1873	N-METHYL-L-GLUTAMATE	N-METHYL-L-GLUTAMATE	162.07608429017	+1	[M+H]+	C6H11NO4	Glutamic acid and derivatives	XLBVNMSMFQMKEY-UHFFFAOYNA-N	CNC(CCC(O)=O)C(O)=O	137.7415226	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577960; origin=GNPS	7
gnps1874	D-ORNITHINE	D-ORNITHINE	133.09715408617	+1	[M+H]+	C5H12N2O2	L-alpha-amino acids	AHLPHDHHMVZTML-UHFFFAOYNA-N	NCCCC(N)C(O)=O	130.7452168	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577961; origin=GNPS	16
gnps1875	3-METHYLCROTONYL-COA	3-METHYLCROTONYL-COA	850.16435154017	+1	[M+H]+	C26H42N7O17P3S	Acyl CoAs	BXIPALATIYNHJN-UHFFFAOYNA-N	CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	259.3572353	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577962; origin=GNPS	22
gnps1876	N-METHYL-D-ASPARTIC ACID	N-METHYL-D-ASPARTIC ACID	148.06043422617	+1	[M+H]+	C5H9NO4	Aspartic acid and derivatives	HOKKHZGPKSLGJE-UHFFFAOYNA-N	CNC(CC(O)=O)C(O)=O	134.9848691	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577964; origin=GNPS	12
gnps1877	L-HISTIDINE	L-HISTIDINE	156.07675299417	+1	[M+H]+	C6H9N3O2	Histidine and derivatives	HNDVDQJCIGZPNO-UHFFFAOYNA-N	NC(CC1=CN=CN1)C(O)=O	134.4910447	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577965; origin=GNPS	5
gnps1878	N-ALPHA-ACETYL-L-ASPARAGINE	N-ALPHA-ACETYL-L-ASPARAGINE	175.07133326217	+1	[M+H]+	C6H10N2O4	Asparagine and derivatives	HXFOXFJUNFFYMO-UHFFFAOYNA-N	CC(=O)NC(CC(N)=O)C(O)=O	136.5682785	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577966; origin=GNPS	63
gnps1879	L-PIPECOLIC ACID	L-PIPECOLIC ACID	130.08625505017	+1	[M+H]+	C6H11NO2	Alpha amino acids	HXEACLLIILLPRG-UHFFFAOYNA-N	OC(=O)C1CCCCN1	127.7697567	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577967; origin=GNPS	6
gnps188	Prasugrel (Effient)	Prasugrel (Effient)	374.12206929717	+1	[M+H]+	C20H20FNO3S	Thienopyridines	DTGLZDAWLRGWQN-UHFFFAOYNA-N	CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1	198.1982359	Positive	qTof	DB#=CCMSLIB00000078073; origin=GNPS	29
gnps1880	D-GLUCOSE 6-PHOSPHATE	D-GLUCOSE 6-PHOSPHATE	261.03699544917	+1	[M+H]+	C6H13O9P	Hexose phosphates	NBSCHQHZLSJFNQ-UHFFFAOYNA-N	OC1OC(COP(O)(O)=O)C(O)C(O)C1O	156.7919803	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577968; origin=GNPS	72
gnps1881	BETA-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	BETA-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	744.08272991617	+1	[M+H]+	C21H28N7O17P3	(5'->5')-dinucleotides	XJLXINKUBYWONI-UHFFFAOYNA-N	NC(=O)C1=C[N+](=CC=C1)C1OC(COP([O-])(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2O)N2C=NC3=C2N=CN=C3N)C(O)C1O	239.1422058	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577969; origin=GNPS	9
gnps1882	AGMATINE SULFATE	AGMATINE SULFATE	131.12912291917	+1	[M+H]+	C5H14N4	Guanidines	QYPPJABKJHAVHS-UHFFFAOYSA-N	NCCCCN=C(N)N	129.9172126	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577970; origin=GNPS	12
gnps1883	N-ACETYL-L-ASPARTIC ACID	N-ACETYL-L-ASPARTIC ACID	176.05534884617	+1	[M+H]+	C6H9NO5	Aspartic acid and derivatives	OTCCIMWXFLJLIA-UHFFFAOYNA-N	CC(=O)NC(CC(O)=O)C(O)=O	139.1241409	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577971; origin=GNPS	48
gnps1884	2'-DEOXYADENOSINE 5'-DIPHOSPHATE	2'-DEOXYADENOSINE 5'-DIPHOSPHATE	412.04177753117	+1	[M+H]+	C10H15N5O9P2	Purine 2'-deoxyribonucleoside diphosphates	DAEAPNUQQAICNR-UHFFFAOYNA-N	NC1=NC=NC2=C1N=CN2C1CC(O)C(COP(O)(=O)OP(O)(O)=O)O1	185.7994365	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577972; origin=GNPS	13
gnps1885	ADENOSINE 5'-MONOPHOSPHATE	ADENOSINE 5'-MONOPHOSPHATE	348.07036126117	+1	[M+H]+	C10H14N5O7P	Purine ribonucleoside monophosphates	UDMBCSSLTHHNCD-UHFFFAOYNA-N	NC1=NC=NC2=C1N=CN2C1OC(COP(O)(O)=O)C(O)C1O	176.3248522	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577973; origin=GNPS	3
gnps1886	DEOXYCARNITINE	DEOXYCARNITINE	146.11755517917	+1	[M+H]+	C7H15NO2	Straight chain fatty acids	JHPNVNIEXXLNTR-UHFFFAOYSA-N	C[N+](C)(C)CCCC([O-])=O	132.0837589	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577974; origin=GNPS	4
gnps1887	PHOSPHOCHOLINE	PHOSPHOCHOLINE	184.07332138517	+1	[M+H]+	C5H14NO4P	Phosphocholines	YHHSONZFOIEMCP-UHFFFAOYSA-N	C[N+](C)(C)CCOP(O)([O-])=O	138.8368038	Positive	Q-Exactive Plus	DB#=CCMSLIB00000577975; origin=GNPS	25
